data cutremur,year,month,day,minute,lat,long,depth,Mw,Type,Qual
11/1/1999,1999,11,1,29:09.0,45.68,26.64,135.2,2.9,Negligible,129   Q=A
11/5/1999,1999,11,5,24:17.9,45.5,26.53,116.5,2.9,Negligible,112   Q=A
11/8/1999,1999,11,8,39:17.3,45.55,26.35,137.9,4.6,Light,76   Q=D
11/9/1999,1999,11,9,35:08.1,44.79,26.48,10,2.6,Negligible,222   Q=C
11/9/1999,1999,11,9,58:07.5,45.68,26.62,87,3.1,Minor,135   Q=A
11/14/1999,1999,11,14,19:28.4,45.52,26.27,132,4.6,Light,66   Q=D
11/20/1999,1999,11,20,27:03.7,45.41,26.36,124,2.8,Negligible,185   Q=C
11/21/1999,1999,11,21,51:12.7,45.49,26.51,108.7,2.8,Negligible,113   Q=A
11/23/1999,1999,11,23,24:31.1,45.35,25.06,0,2.7,Negligible,159   Q=D
11/24/1999,1999,11,24,24:37.2,45.74,26.76,101.1,3.5,Minor,130   Q=A
11/25/1999,1999,11,25,10:26.8,45.4,25.31,0,2.7,Negligible,162   Q=A
11/26/1999,1999,11,26,48:09.6,45.2,28.24,0,2.7,Negligible,311   Q=D
11/29/1999,1999,11,29,14:25.6,45.56,26.58,111.3,2.7,Negligible,153   Q=A
12/2/1999,1999,12,2,42:41.1,45.81,26.82,83.5,3.1,Minor,174   Q=A
12/8/1999,1999,12,8,02:12.5,45.29,23.48,5.8,2.8,Negligible,349   Q=D
12/9/1999,1999,12,9,59:03.6,44.81,26.85,5,2.7,Negligible,293   Q=D
12/10/1999,1999,12,10,00:29.2,45.7,26.61,86,2.9,Negligible,139   Q=A
12/12/1999,1999,12,12,11:45.9,45.6,26.53,146.2,3.2,Minor,216   Q=C
12/16/1999,1999,12,16,23:18.5,44.36,27.43,0,2.5,Negligible,254   Q=C
12/17/1999,1999,12,17,16:00.5,45.78,26.83,57.8,2.5,Negligible,162   Q=A
12/17/1999,1999,12,17,59:43.4,45.3,26.15,145.2,3.3,Minor,203   Q=C
12/17/1999,1999,12,17,17:46.9,45.75,26.72,74.8,3.5,Minor,117   Q=A
12/21/1999,1999,12,21,30:22.5,45.31,23.32,0,3.2,Minor,192   Q=C
12/22/1999,1999,12,22,54:00.5,45.76,26.75,120.5,2.9,Negligible,200   Q=C
12/25/1999,1999,12,25,44:45.7,45.82,26.77,65.8,2.9,Negligible,243   Q=C
12/27/1999,1999,12,27,46:22.7,44.43,28.6,0,2.2,Negligible,314   Q=D
1/2/2000,2000,1,2,39:42.5,45.6,26.47,118.7,3.1,Minor,238   Q=C
1/12/2000,2000,1,12,43:34.0,44.33,28.37,0,2.3,Negligible,313   Q=D
1/15/2000,2000,1,15,33:23.0,44.85,26.39,7.4,2.3,Negligible,231   Q=C
1/17/2000,2000,1,17,49:48.8,45.8,26.71,75.9,2.9,Negligible,177   Q=A
1/20/2000,2000,1,20,23:03.8,45.69,26.71,129.2,2.8,Negligible,114   Q=A
1/20/2000,2000,1,20,52:14.4,45.59,26.49,139.3,2.9,Negligible,135   Q=A
1/22/2000,2000,1,22,45:04.2,45.59,26.61,129.1,3.2,Minor,119   Q=A
1/22/2000,2000,1,22,33:05.5,45.78,26.81,114.4,3.2,Minor,311   Q=D
1/25/2000,2000,1,25,54:37.2,45.34,26.38,96.5,2.7,Negligible,147   Q=A
1/25/2000,2000,1,25,56:51.8,45.75,26.9,94,2.7,Negligible,170   Q=A
1/25/2000,2000,1,25,42:24.1,45.66,26.63,136.6,3.2,Minor,127   Q=A
1/31/2000,2000,1,31,20:39.8,45.66,26.53,149.1,3.3,Minor,247   Q=C
2/2/2000,2000,2,2,55:01.3,45.28,26.93,25.7,2.5,Negligible,170   Q=A
2/2/2000,2000,2,2,15:48.7,45.63,26.52,111,3.1,Minor,220   Q=C
2/3/2000,2000,2,3,12:02.6,45.55,26.83,122.2,2.8,Negligible,234   Q=C
2/8/2000,2000,2,8,04:07.2,45.62,26.66,83.4,2.6,Negligible,217   Q=C
2/9/2000,2000,2,9,32:00.1,45.72,26.66,134.2,2.9,Negligible,232   Q=C
2/12/2000,2000,2,12,37:43.7,45.66,26.57,116.4,3.2,Minor,246   Q=C
2/13/2000,2000,2,13,40:25.9,45.57,26.42,150.4,3.4,Minor,139   Q=A
2/13/2000,2000,2,13,17:29.0,45.51,26.54,123.9,3.5,Minor,272   Q=D
2/14/2000,2000,2,14,11:37.0,45.6,26.47,106.1,3.2,Minor,239   Q=C
2/15/2000,2000,2,15,10:48.2,45.86,26.74,104.7,4.2,Light,44   Q=D
2/25/2000,2000,2,25,28:34.0,45.44,23.97,0,2.7,Negligible,233   Q=C
3/1/2000,2000,3,1,32:22.5,45.62,26.45,145.9,3.2,Minor,243   Q=C
3/6/2000,2000,3,6,18:36.3,45.56,26.62,98,2.7,Negligible,129   Q=B
3/6/2000,2000,3,6,45:01.8,45.52,26.57,126.5,2.9,Negligible,135   Q=A
3/8/2000,2000,3,8,41:35.3,45.87,26.72,74.2,4.4,Light,93   Q=D
3/11/2000,2000,3,11,56:58.3,45.13,23.67,1.8,2.7,Negligible,213   Q=C
3/13/2000,2000,3,13,05:29.2,45.82,26.76,74.7,2.7,Negligible,172   Q=A
3/14/2000,2000,3,14,38:37.0,45.69,27.41,8.4,2.2,Negligible,227   Q=C
3/17/2000,2000,3,17,44:02.8,45.41,25.47,39.9,2.3,Negligible,313   Q=D
3/17/2000,2000,3,17,27:33.0,44.95,25.23,4.9,2.7,Negligible,302   Q=D
3/18/2000,2000,3,18,52:12.4,46.13,27.49,10.2,2.7,Negligible,283   Q=D
3/19/2000,2000,3,19,58:04.2,45.66,26.59,78.5,3.4,Minor,136   Q=A
3/21/2000,2000,3,21,15:51.6,44.85,27.4,13.5,2.8,Negligible,140   Q=A
3/22/2000,2000,3,22,16:06.3,45.71,27.22,4.4,2.4,Negligible,218   Q=C
3/28/2000,2000,3,28,15:15.6,45.66,26.59,68.2,2.6,Negligible,136   Q=A
3/28/2000,2000,3,28,34:20.7,45.51,26.32,141.1,3.2,Minor,133   Q=A
4/1/2000,2000,4,1,54:09.0,45.45,26.34,126,3.3,Minor,115   Q=A
4/2/2000,2000,4,2,43:12.7,45.56,26.59,108,2.8,Negligible,122   Q=A
4/2/2000,2000,4,2,39:27.8,45.57,26.49,132.3,3.2,Minor,131   Q=A
4/3/2000,2000,4,3,23:30.6,45.53,26.53,120.3,2.9,Negligible,119   Q=A
4/3/2000,2000,4,3,20:16.8,45.67,26.62,87.2,3.2,Minor,131   Q=A
4/3/2000,2000,4,3,55:26.8,45.69,26.58,110.8,3.3,Minor,145   Q=A
4/5/2000,2000,4,5,20:40.0,45.46,26.4,128.4,2.9,Negligible,115   Q=A
4/6/2000,2000,4,6,30:06.7,45.75,26.64,143.4,5,Moderate,60   Q=D
4/8/2000,2000,4,8,59:25.7,45.46,26.35,103,3.1,Minor,116   Q=A
4/9/2000,2000,4,9,12:13.4,45.52,26.43,126.9,2.9,Negligible,125   Q=A
4/12/2000,2000,4,12,49:10.1,45.63,26.68,76.3,2.6,Negligible,128   Q=A
4/12/2000,2000,4,12,09:27.8,45.74,26.85,120.1,3,Minor,176   Q=A
4/14/2000,2000,4,14,22:23.8,45.67,26.67,80.9,2.9,Negligible,120   Q=A
4/14/2000,2000,4,14,46:30.9,45.54,26.63,122.6,2.9,Negligible,121   Q=A
4/16/2000,2000,4,16,27:30.3,45.63,27.02,26.7,2.4,Negligible,186   Q=C
4/16/2000,2000,4,16,41:42.4,45.74,26.7,75.8,2.9,Negligible,123   Q=A
4/22/2000,2000,4,22,41:07.2,45.33,27,12.9,2.4,Negligible,130   Q=A
4/23/2000,2000,4,23,45:46.7,45.64,26.44,155.7,3.2,Minor,155   Q=A
4/24/2000,2000,4,24,25:49.7,45.66,26.51,142.2,3.4,Minor,150   Q=A
4/27/2000,2000,4,27,47:24.2,45.53,26.31,129.2,3.1,Minor,138   Q=A
5/1/2000,2000,5,1,22:34.9,45.33,26.51,109.5,2.9,Negligible,157   Q=B
5/3/2000,2000,5,3,35:51.7,45.65,26.45,154.2,3.1,Minor,216   Q=C
5/5/2000,2000,5,5,52:05.4,45.51,26.52,108.3,2.9,Negligible,115   Q=A
5/7/2000,2000,5,7,51:34.4,45.54,26.42,118.8,2.9,Negligible,132   Q=A
5/7/2000,2000,5,7,38:55.1,45.51,26.54,128.8,2.9,Negligible,137   Q=A
5/8/2000,2000,5,8,39:12.6,45.65,26.5,151,3.3,Minor,149   Q=A
5/9/2000,2000,5,9,34:50.0,45.09,28.3,0,2.9,Negligible,255   Q=C
5/10/2000,2000,5,10,00:59.5,45.56,26.52,133.1,4.1,Light,126   Q=A
5/11/2000,2000,5,11,13:51.5,45.74,26.7,136.7,3.2,Minor,125   Q=A
5/12/2000,2000,5,12,38:26.6,45.42,26.8,10,2.2,Negligible,144   Q=D
5/12/2000,2000,5,12,24:35.3,45.36,25.24,0,2.5,Negligible,324   Q=D
5/13/2000,2000,5,13,05:49.1,45.46,26.31,130.8,3.1,Minor,126   Q=A
5/13/2000,2000,5,13,14:38.3,45.65,26.64,82.7,3.8,Minor,124   Q=A
5/15/2000,2000,5,15,20:32.4,45.38,26.98,5,2.2,Negligible,142   Q=A
5/16/2000,2000,5,16,08:54.2,43.75,28.46,0,2.6,Negligible,334   Q=D
5/18/2000,2000,5,18,10:35.6,45.21,25.09,0,2.7,Negligible,326   Q=D
5/20/2000,2000,5,20,27:22.0,45.04,25.89,31.2,2.4,Negligible,214   Q=C
5/26/2000,2000,5,26,22:31.2,45.75,26.78,102.6,2.7,Negligible,154   Q=A
5/27/2000,2000,5,27,03:12.6,45.76,26.55,72.4,2.4,Negligible,171   Q=A
5/27/2000,2000,5,27,26:37.7,45.78,26.73,93.4,3.2,Minor,137   Q=A
5/28/2000,2000,5,28,47:00.6,45.78,26.79,86.4,3.2,Minor,90   Q=A
6/6/2000,2000,6,6,02:47.9,45.54,25.9,56.7,2.2,Negligible,257   Q=C
6/7/2000,2000,6,7,07:10.8,45.19,25.81,20,2,Negligible,212   Q=C
6/10/2000,2000,6,10,43:16.0,45.65,26.68,73.1,2.5,Negligible,140   Q=A
6/10/2000,2000,6,10,22:17.7,45.66,26.46,161,3.3,Minor,155   Q=A
6/14/2000,2000,6,14,21:56.3,45.19,25.81,9.6,2.2,Negligible,265   Q=C
6/20/2000,2000,6,20,52:52.3,45.82,26.71,88.3,3,Minor,182   Q=C
6/20/2000,2000,6,20,09:11.9,45.57,26.75,149.4,3.6,Minor,105   Q=A
6/25/2000,2000,6,25,31:58.0,45.7,26.66,127.3,3.5,Minor,128   Q=A
6/26/2000,2000,6,26,24:34.5,45.57,26.65,17,2.8,Negligible,111   Q=A
6/29/2000,2000,6,29,59:32.1,45.79,26.83,87.8,2.6,Negligible,189   Q=C
6/30/2000,2000,6,30,54:43.4,45.47,26.22,53,2.3,Negligible,133   Q=A
7/1/2000,2000,7,1,19:18.0,45.82,26.88,59.6,3.4,Minor,124   Q=A
7/8/2000,2000,7,8,49:08.9,45.73,26.72,85,3.2,Minor,115   Q=A
7/10/2000,2000,7,10,31:52.4,45.43,26.91,5,2.4,Negligible,139   Q=A
7/11/2000,2000,7,11,56:17.7,45.33,26.03,142.1,3.1,Minor,223   Q=C
7/14/2000,2000,7,14,10:28.9,45.74,26.76,77.9,3,Minor,129   Q=A
7/14/2000,2000,7,14,28:13.1,45.5,26.31,146.4,3.3,Minor,129   Q=A
7/15/2000,2000,7,15,40:07.4,45.65,26.59,157.6,4,Light,132   Q=A
7/18/2000,2000,7,18,48:04.6,45.07,25.24,0,2.6,Negligible,202   Q=C
7/18/2000,2000,7,18,42:14.6,44.87,26.44,14.2,2.9,Negligible,106   Q=A
7/18/2000,2000,7,18,18:53.4,44.73,22.48,12.8,3,Minor,207   Q=C
7/20/2000,2000,7,20,47:24.5,46.01,27.34,14.6,2.6,Negligible,253   Q=C
7/20/2000,2000,7,20,51:01.1,45.83,26.76,91.2,2.9,Negligible,154   Q=A
7/21/2000,2000,7,21,37:17.2,45.5,26.47,132.6,3.2,Minor,116   Q=A
7/22/2000,2000,7,22,16:11.6,45.75,21.45,5,2.8,Negligible,110   Q=A
7/22/2000,2000,7,22,34:50.9,45.73,21.44,1.1,3,Minor,105   Q=D
7/24/2000,2000,7,24,02:28.1,45.7,21.43,12,2.5,Negligible,199   Q=C
7/24/2000,2000,7,24,08:56.3,45.7,21.43,11.2,2.6,Negligible,202   Q=C
7/24/2000,2000,7,24,12:26.3,45.54,26.5,145.3,3.5,Minor,123   Q=A
7/25/2000,2000,7,25,15:15.8,45.73,26.75,116.4,2.8,Negligible,126   Q=A
7/27/2000,2000,7,27,46:39.9,45.74,26.73,129.3,3.7,Minor,115   Q=A
7/29/2000,2000,7,29,52:26.1,45.68,26.65,126.6,3.2,Minor,126   Q=A
7/30/2000,2000,7,30,01:51.0,45.45,26.38,141.6,3.2,Minor,175   Q=A
8/2/2000,2000,8,2,38:21.2,45.15,23.19,4.5,2.3,Negligible,196   Q=C
8/2/2000,2000,8,2,25:05.3,45.64,26.62,77.2,2.7,Negligible,126   Q=A
8/5/2000,2000,8,5,32:35.8,44.61,26.57,10,2.5,Negligible,145   Q=D
8/5/2000,2000,8,5,02:23.2,45.6,26.46,148.5,3.2,Minor,143   Q=A
8/6/2000,2000,8,6,35:11.9,45.75,26.23,14,2.2,Negligible,215   Q=C
8/6/2000,2000,8,6,21:51.5,45.55,26.35,148,3.9,Minor,142   Q=A
8/7/2000,2000,8,7,14:00.7,45.36,25.38,0,2.2,Negligible,193   Q=C
8/8/2000,2000,8,8,36:34.3,44.29,28.39,0,2.7,Negligible,294   Q=D
8/8/2000,2000,8,8,45:02.3,43.89,28.98,0.4,2.8,Negligible,330   Q=D
8/8/2000,2000,8,8,08:19.4,45.52,26.43,117.3,3.2,Minor,126   Q=A
8/9/2000,2000,8,9,13:02.5,44.19,27.42,0,2.5,Negligible,273   Q=D
8/10/2000,2000,8,10,03:32.2,44.85,26.98,5,2.1,Negligible,205   Q=C
8/10/2000,2000,8,10,21:04.3,45.52,26.58,120,2.7,Negligible,134   Q=B
8/10/2000,2000,8,10,30:42.4,45.13,28.35,0,2.7,Negligible,219   Q=C
8/10/2000,2000,8,10,05:00.6,45.45,26.45,118.9,3,Minor,149   Q=A
8/10/2000,2000,8,10,39:05.6,45.53,26.49,116.2,3.7,Minor,122   Q=A
8/11/2000,2000,8,11,41:40.5,45.82,26.73,91.2,2.7,Negligible,126   Q=A
8/12/2000,2000,8,12,25:55.8,45.65,27.08,18.3,2.5,Negligible,171   Q=A
8/12/2000,2000,8,12,26:53.2,45.56,27,18.2,2.5,Negligible,122   Q=D
8/12/2000,2000,8,12,02:39.8,45.7,27.23,9.5,2.5,Negligible,193   Q=C
8/14/2000,2000,8,14,28:11.6,44.32,28.39,0,2.3,Negligible,313   Q=D
8/14/2000,2000,8,14,01:08.9,45.44,26.23,20.9,2.4,Negligible,141   Q=A
8/15/2000,2000,8,15,35:57.1,44.98,25.65,38.2,2.2,Negligible,260   Q=C
8/15/2000,2000,8,15,23:14.6,45.51,26.45,133,2.9,Negligible,139   Q=A
8/15/2000,2000,8,15,43:07.2,45.78,26.77,117.8,3.4,Minor,95   Q=A
8/16/2000,2000,8,16,21:40.8,45.5,21.27,0,2.5,Negligible,155   Q=A
8/16/2000,2000,8,16,03:32.9,45.62,26.62,75.4,2.5,Negligible,217   Q=C
8/16/2000,2000,8,16,54:18.5,45.45,21.31,16.2,2.5,Negligible,190   Q=C
8/16/2000,2000,8,16,49:39.3,45.69,26.63,122.8,3.1,Minor,134   Q=A
8/16/2000,2000,8,16,03:53.2,45.52,21.26,5.4,3.3,Minor,140   Q=D
8/17/2000,2000,8,17,58:12.4,45.39,21.37,15.7,2.3,Negligible,231   Q=C
8/17/2000,2000,8,17,57:03.4,45.1,26.9,15,2.5,Negligible,157   Q=A
8/17/2000,2000,8,17,37:53.2,45.5,21.26,14.6,2.6,Negligible,152   Q=A
8/19/2000,2000,8,19,40:31.0,45.48,26.29,139.5,3.2,Minor,148   Q=A
8/20/2000,2000,8,20,32:06.2,45.49,26.29,147.5,3.1,Minor,127   Q=A
8/21/2000,2000,8,21,11:46.7,45.72,27.21,13.1,2.6,Negligible,196   Q=C
8/21/2000,2000,8,21,46:04.7,45.73,21.43,12,2.9,Negligible,103   Q=A
8/23/2000,2000,8,23,44:25.3,45.77,26.78,82.5,2.8,Negligible,102   Q=A
8/23/2000,2000,8,23,53:16.2,45.52,26.5,121.4,2.9,Negligible,120   Q=A
8/26/2000,2000,8,26,18:45.8,45.38,21.37,18.9,2.6,Negligible,234   Q=C
8/28/2000,2000,8,28,14:14.7,45.33,26.8,5,2.1,Negligible,155   Q=A
8/28/2000,2000,8,28,59:04.1,45.47,26.51,109.8,2.8,Negligible,144   Q=A
8/29/2000,2000,8,29,26:00.3,45.67,26.57,147.7,3.3,Minor,141   Q=A
8/30/2000,2000,8,30,10:31.9,45.42,26.76,15,2.3,Negligible,145   Q=A
8/30/2000,2000,8,30,58:41.9,45.44,26.27,118,3.5,Minor,113   Q=A
9/4/2000,2000,9,4,42:05.8,45.62,26.67,126.8,3.1,Minor,113   Q=A
9/6/2000,2000,9,6,46:20.9,45.61,26.49,161.4,3.2,Minor,143   Q=A
9/11/2000,2000,9,11,30:54.3,45.21,25.19,0,2.2,Negligible,220   Q=C
9/11/2000,2000,9,11,33:36.1,44.38,28.31,0,2.4,Negligible,310   Q=D
9/13/2000,2000,9,13,39:50.4,45.6,26.38,26.8,2.3,Negligible,151   Q=A
9/13/2000,2000,9,13,33:25.3,46.08,27.11,11.9,2.5,Negligible,198   Q=C
9/17/2000,2000,9,17,58:15.1,45.5,22.07,0,2.4,Negligible,280   Q=D
9/17/2000,2000,9,17,00:33.0,45.74,26.64,144.4,3.1,Minor,140   Q=A
9/18/2000,2000,9,18,54:37.8,45.43,26.79,5,2.4,Negligible,143   Q=A
9/18/2000,2000,9,18,21:18.4,45.24,25.85,17.2,2.5,Negligible,78   Q=D
9/19/2000,2000,9,19,05:36.4,45.06,28.88,0,2.8,Negligible,263   Q=D
9/19/2000,2000,9,19,57:16.8,45.38,26.19,133.3,3.3,Minor,132   Q=A
9/20/2000,2000,9,20,15:38.9,45.56,26.39,147.1,3.4,Minor,140   Q=A
9/21/2000,2000,9,21,59:07.9,46.08,27.92,0,2.7,Negligible,188   Q=C
9/21/2000,2000,9,21,42:48.0,45.45,26.57,103.9,2.9,Negligible,100   Q=A
9/21/2000,2000,9,21,55:38.3,45.53,26.54,112.7,2.9,Negligible,117   Q=A
9/21/2000,2000,9,21,06:07.1,45.73,26.76,126.8,3.1,Minor,129   Q=A
9/24/2000,2000,9,24,43:29.0,45.53,26.6,125.8,3.1,Minor,109   Q=A
9/26/2000,2000,9,26,23:30.8,45.31,25.39,0,2.5,Negligible,170   Q=A
9/26/2000,2000,9,26,24:53.8,45.47,26.5,108.7,3,Minor,108   Q=A
9/28/2000,2000,9,28,32:36.0,45.09,25.22,0,2.3,Negligible,268   Q=D
9/29/2000,2000,9,29,29:42.5,45.69,26.63,144.1,3.6,Minor,133   Q=A
10/2/2000,2000,10,2,04:43.2,44.28,28.43,0,2.5,Negligible,315   Q=D
10/3/2000,2000,10,3,42:26.5,45.65,26.52,25,2.4,Negligible,145   Q=A
10/5/2000,2000,10,5,45:00.8,45.74,21.44,5.9,3.2,Minor,109   Q=D
10/6/2000,2000,10,6,41:59.5,45.38,25.53,0,2.1,Negligible,186   Q=C
10/8/2000,2000,10,8,36:17.7,44.63,27.01,8.7,2.6,Negligible,193   Q=C
10/10/2000,2000,10,10,25:15.7,45.71,21.41,8.8,2.6,Negligible,203   Q=C
10/12/2000,2000,10,12,26:06.2,45.66,26.57,138.8,3.9,Minor,141   Q=A
10/19/2000,2000,10,19,12:49.4,45.02,28.95,1.3,2.3,Negligible,311   Q=D
10/19/2000,2000,10,19,22:10.1,45.41,26.3,123.2,3.1,Minor,105   Q=A
10/19/2000,2000,10,19,39:08.4,45.71,26.66,132.6,3.2,Minor,131   Q=A
10/30/2000,2000,10,30,45:41.8,45.7,21.43,5.5,2.9,Negligible,170   Q=A
10/31/2000,2000,10,31,06:17.2,45.72,26.73,79.3,3.1,Minor,112   Q=A
11/2/2000,2000,11,2,35:03.4,45.44,26.34,127,3,Minor,111   Q=A
11/2/2000,2000,11,2,08:26.5,45.71,26.67,103.1,3.2,Minor,127   Q=A
11/3/2000,2000,11,3,38:18.0,45.57,27.7,13.5,2.7,Negligible,131   Q=D
11/3/2000,2000,11,3,03:44.9,45.55,26.44,138.8,3.7,Minor,132   Q=A
11/4/2000,2000,11,4,14:09.9,45.41,26.37,128.3,3,Minor,131   Q=A
11/6/2000,2000,11,6,49:42.7,45.71,27.01,17.8,2.5,Negligible,174   Q=A
11/8/2000,2000,11,8,30:51.8,45.1,26.2,30.1,2.3,Negligible,224   Q=C
11/8/2000,2000,11,8,34:08.1,45.45,26.48,101.8,3.1,Minor,106   Q=A
11/11/2000,2000,11,11,46:49.8,45.76,27.41,19.4,2.7,Negligible,110   Q=D
11/11/2000,2000,11,11,49:32.1,45.64,26.55,141.8,3.4,Minor,138   Q=A
11/12/2000,2000,11,12,45:07.4,45.77,26.83,95.4,2.7,Negligible,158   Q=A
11/13/2000,2000,11,13,27:36.5,45.35,26.78,0,2.3,Negligible,153   Q=A
11/13/2000,2000,11,13,44:50.8,45.37,25.37,0,2.5,Negligible,185   Q=C
11/14/2000,2000,11,14,22:07.9,45.7,26.59,75.8,2.6,Negligible,144   Q=A
11/14/2000,2000,11,14,20:33.3,45.76,26.69,92.5,2.7,Negligible,131   Q=A
11/17/2000,2000,11,17,19:33.9,45.36,25.37,0,2.3,Negligible,192   Q=C
11/19/2000,2000,11,19,33:08.3,45.65,26.58,148.3,3,Minor,135   Q=A
11/20/2000,2000,11,20,59:37.0,45.75,26.84,122.5,2.9,Negligible,156   Q=A
11/21/2000,2000,11,21,16:32.4,45.4,25.79,56.1,2.8,Negligible,153   Q=A
11/24/2000,2000,11,24,24:26.5,45.03,28.92,0,2.6,Negligible,310   Q=D
11/26/2000,2000,11,26,01:17.3,45.81,26.79,84.2,2.9,Negligible,98   Q=A
11/27/2000,2000,11,27,26:39.1,45.78,26.58,141.8,3,Minor,172   Q=B
11/30/2000,2000,11,30,03:59.8,45.59,26.53,141.2,4.1,Light,129   Q=A
12/1/2000,2000,12,1,59:30.5,45.45,27.75,3.3,2.7,Negligible,130   Q=A
12/2/2000,2000,12,2,42:50.2,45.72,26.73,128.9,3.4,Minor,111   Q=A
12/7/2000,2000,12,7,21:39.7,45.15,28.16,0,2.7,Negligible,281   Q=D
12/8/2000,2000,12,8,17:28.4,45.08,26.58,0,2.8,Negligible,206   Q=C
12/8/2000,2000,12,8,33:45.3,45.71,26.66,80.1,2.8,Negligible,131   Q=A
12/10/2000,2000,12,10,47:59.3,45.66,27.49,11,2.5,Negligible,114   Q=A
12/12/2000,2000,12,12,00:14.6,46.65,27.25,12.4,2.3,Negligible,276   Q=D
12/12/2000,2000,12,12,06:14.7,45.66,28.04,5.8,2.6,Negligible,249   Q=C
12/15/2000,2000,12,15,30:23.9,45.19,28.3,0,2.7,Negligible,301   Q=D
12/16/2000,2000,12,16,41:09.8,45.7,26.66,141.5,3.8,Minor,129   Q=A
12/18/2000,2000,12,18,55:13.0,45.3,25.41,0,2.2,Negligible,191   Q=C
12/18/2000,2000,12,18,21:16.5,45.41,25.36,0,2.4,Negligible,209   Q=C
12/19/2000,2000,12,19,46:15.4,44.73,28.01,0,2.8,Negligible,280   Q=D
12/19/2000,2000,12,19,27:57.5,45.47,26.33,149.4,3.8,Minor,120   Q=A
12/25/2000,2000,12,25,14:13.7,44.36,26.85,10,2.6,Negligible,283   Q=D
12/25/2000,2000,12,25,18:03.3,45.55,26.5,111.9,3.1,Minor,153   Q=A
12/28/2000,2000,12,28,38:30.0,45.71,26.75,125.2,3.6,Minor,107   Q=A
12/29/2000,2000,12,29,50:31.0,45.64,25.91,0,2.3,Negligible,259   Q=D
12/30/2000,2000,12,30,42:31.7,45.26,25.88,12.3,2.2,Negligible,187   Q=C
12/31/2000,2000,12,31,05:51.3,44.19,25.45,4.1,3.2,Minor,101   Q=D
1/1/2001,2001,1,1,32:30.9,45.65,26.56,104.4,3.6,Minor,140   Q=A
1/2/2001,2001,1,2,24:13.5,46.15,26.85,5.3,2.3,Negligible,272   Q=D
1/2/2001,2001,1,2,49:11.6,45.37,27.03,18.7,2.6,Negligible,175   Q=A
1/3/2001,2001,1,3,33:41.8,44.94,22.36,6.1,3.2,Minor,200   Q=C
1/5/2001,2001,1,5,49:29.4,44.02,28.61,0,3,Minor,324   Q=D
1/10/2001,2001,1,10,49:19.1,44.3,28.36,0,2.3,Negligible,292   Q=D
1/14/2001,2001,1,14,53:42.2,45.49,26.81,15,2.1,Negligible,134   Q=A
1/14/2001,2001,1,14,23:20.0,45.22,25.81,15.4,2.3,Negligible,134   Q=A
1/14/2001,2001,1,14,39:09.4,45.2,25.81,14.5,2.4,Negligible,137   Q=A
1/14/2001,2001,1,14,41:38.1,45.74,26.84,122.7,2.9,Negligible,154   Q=A
1/17/2001,2001,1,17,05:19.6,45.67,26.47,152.5,3.9,Minor,159   Q=A
1/19/2001,2001,1,19,51:11.6,45.18,27.94,19,3.2,Minor,93   Q=A
1/21/2001,2001,1,21,58:22.1,45.6,26.27,16.8,2.3,Negligible,166   Q=A
1/22/2001,2001,1,22,05:02.3,45.31,25.75,39.2,2.3,Negligible,180   Q=B
1/22/2001,2001,1,22,54:36.9,45.53,26.55,131.3,3.1,Minor,157   Q=A
1/25/2001,2001,1,25,14:40.5,45.54,26.64,130.7,3,Minor,106   Q=A
1/28/2001,2001,1,28,50:10.5,45.53,26.64,32.2,2.5,Negligible,104   Q=A
1/28/2001,2001,1,28,57:06.8,45.55,26.55,129.9,2.9,Negligible,154   Q=A
1/28/2001,2001,1,28,48:40.4,43.67,26.56,0,2.9,Negligible,297   Q=D
1/29/2001,2001,1,29,42:40.0,45.26,25.53,5.5,2.5,Negligible,210   Q=C
1/29/2001,2001,1,29,36:56.8,45.41,26.29,138.9,2.9,Negligible,141   Q=A
1/30/2001,2001,1,30,32:57.7,45.45,26.34,132.2,3.6,Minor,114   Q=A
1/31/2001,2001,1,31,26:41.8,45.67,26.64,63.6,2.6,Negligible,134   Q=A
1/31/2001,2001,1,31,42:08.1,45.62,27.55,11.9,2.6,Negligible,118   Q=A
2/3/2001,2001,2,3,04:28.5,45.47,26.42,96.9,3.3,Minor,114   Q=A
2/3/2001,2001,2,3,00:44.3,45.7,26.69,130.7,3.8,Minor,121   Q=A
2/4/2001,2001,2,4,51:13.4,45.72,26.79,79,3,Minor,95   Q=A
2/5/2001,2001,2,5,43:10.7,45.81,26.8,85.8,2.9,Negligible,99   Q=A
2/7/2001,2001,2,7,23:34.5,43.89,25.4,6.2,3.2,Minor,272   Q=D
2/10/2001,2001,2,10,42:37.0,45.63,26.71,117.3,2.9,Negligible,119   Q=A
2/10/2001,2001,2,10,04:26.2,45.55,26.59,115.9,3.1,Minor,115   Q=A
2/12/2001,2001,2,12,51:49.3,45.28,25.42,0,2.3,Negligible,199   Q=C
2/16/2001,2001,2,16,23:59.1,45.14,25.45,32,2.7,Negligible,282   Q=D
2/18/2001,2001,2,18,26:45.4,45.73,26.59,74.7,2.9,Negligible,151   Q=A
2/18/2001,2001,2,18,06:00.5,45.58,26.38,148.7,3.4,Minor,145   Q=A
2/24/2001,2001,2,24,13:45.6,45.54,26.5,142,3.6,Minor,124   Q=A
2/27/2001,2001,2,27,21:04.0,45.82,26.93,0,2.5,Negligible,198   Q=C
2/27/2001,2001,2,27,41:05.3,45.56,26.5,141,3.2,Minor,128   Q=A
