data cutremur,year,month,day,minute,lat,long,depth,Mw,Type,Qual
11/10/1998,1998,11,10,10:41.9,45.69,27.18,17.2,2.2,Negligible,186   Q=C
11/14/1998,1998,11,14,30:46.6,45.15,25.71,35.8,2.8,Negligible,188   Q=C
11/14/1998,1998,11,14,37:49.2,45.68,26.68,129.8,3,Minor,121   Q=A
11/14/1998,1998,11,14,06:09.1,45.68,26.66,129.5,3.7,Minor,124   Q=A
11/21/1998,1998,11,21,01:54.9,45.34,26.24,127.3,3.4,Minor,130   Q=D
11/25/1998,1998,11,25,36:21.7,45.27,26.06,56.7,2.4,Negligible,171   Q=A
11/25/1998,1998,11,25,32:04.2,45.48,26.59,118.7,3.2,Minor,102   Q=A
11/26/1998,1998,11,26,33:43.9,45.7,26.72,128.1,3.1,Minor,228   Q=C
11/29/1998,1998,11,29,56:19.8,45.6,26.3,58.3,3,Minor,209   Q=C
11/30/1998,1998,11,30,11:33.6,45.16,28.28,3,2.8,Negligible,345   Q=D
12/1/1998,1998,12,1,28:52.0,45.74,26.67,68.4,3.1,Minor,234   Q=C
12/8/1998,1998,12,8,19:36.0,45.65,26.49,17.9,2,Negligible,149   Q=B
12/8/1998,1998,12,8,17:53.8,45.72,26.48,32.6,2.4,Negligible,169   Q=A
12/8/1998,1998,12,8,11:07.8,45.58,26.67,72.4,2.5,Negligible,149   Q=A
12/8/1998,1998,12,8,04:44.9,45.24,25.44,0,2.5,Negligible,170   Q=D
12/9/1998,1998,12,9,44:47.5,45.63,26.84,24.8,2.1,Negligible,139   Q=A
12/9/1998,1998,12,9,56:15.3,45.62,26.84,25.2,2.2,Negligible,135   Q=A
12/11/1998,1998,12,11,14:53.6,45.13,24.28,28.3,2.5,Negligible,292   Q=D
12/11/1998,1998,12,11,10:35.3,45.67,26.5,154,3.5,Minor,151   Q=A
12/12/1998,1998,12,12,35:14.5,44.61,26.63,4.3,2.5,Negligible,251   Q=C
12/12/1998,1998,12,12,57:31.9,45.82,26.87,61.6,2.7,Negligible,121   Q=A
12/12/1998,1998,12,12,52:51.3,45.41,26.37,126.8,3.5,Minor,104   Q=A
12/14/1998,1998,12,14,29:14.1,45.77,27.26,16,2.6,Negligible,115   Q=A
12/17/1998,1998,12,17,52:38.2,45.7,26.75,122.7,3.4,Minor,104   Q=A
12/19/1998,1998,12,19,00:02.5,45.56,26.44,153.4,3.2,Minor,134   Q=A
12/22/1998,1998,12,22,03:40.2,44.77,27.14,15,2.3,Negligible,251   Q=C
12/24/1998,1998,12,24,53:47.7,43.78,27.92,0,3,Minor,299   Q=D
12/27/1998,1998,12,27,50:04.3,45.47,26.26,34.1,2.4,Negligible,127   Q=A
12/27/1998,1998,12,27,54:08.4,45.8,26.79,82.5,2.8,Negligible,158   Q=A
12/28/1998,1998,12,28,30:54.2,45.7,26.59,150.4,3.5,Minor,143   Q=A
12/29/1998,1998,12,29,10:01.3,45.53,26.57,114.8,3.8,Minor,113   Q=A
1/2/1999,1999,1,2,47:16.6,45.3,26.25,140.6,3.2,Minor,137   Q=A
1/3/1999,1999,1,3,51:09.4,44.84,27.19,13.9,2.7,Negligible,240   Q=C
1/4/1999,1999,1,4,21:16.8,47.94,22.92,29.4,3.6,Minor,118   Q=D
1/6/1999,1999,1,6,40:42.7,45.48,26.29,113.5,3.5,Minor,125   Q=A
1/7/1999,1999,1,7,27:25.1,45.55,26.51,147.1,3.2,Minor,155   Q=A
1/9/1999,1999,1,9,40:59.7,45.1,26.88,17.4,2.5,Negligible,194   Q=C
1/9/1999,1999,1,9,59:36.8,45.66,26.85,117.7,3.2,Minor,83   Q=A
1/9/1999,1999,1,9,09:40.3,45.47,26.44,132.9,3.5,Minor,112   Q=A
1/13/1999,1999,1,13,10:07.3,45.04,28.56,0,2.3,Negligible,282   Q=D
1/16/1999,1999,1,16,58:16.4,45.53,26.69,90.8,2.7,Negligible,104   Q=A
1/16/1999,1999,1,16,27:41.0,45.39,26.4,129.5,3,Minor,189   Q=C
1/18/1999,1999,1,18,38:58.6,45.62,26.67,113.6,3.1,Minor,113   Q=A
1/23/1999,1999,1,23,58:48.7,45.67,26.48,140.2,4.1,Light,123   Q=D
1/24/1999,1999,1,24,09:49.2,45.71,26.38,31.3,2.5,Negligible,183   Q=C
1/26/1999,1999,1,26,30:01.7,45.73,26.75,104.6,2.8,Negligible,125   Q=A
1/27/1999,1999,1,27,10:31.5,44.99,28.98,0,2.5,Negligible,311   Q=D
1/27/1999,1999,1,27,39:34.1,45.69,26.6,141.2,3.2,Minor,139   Q=A
1/28/1999,1999,1,28,48:54.6,45.68,26.59,113.3,2.9,Negligible,139   Q=A
1/29/1999,1999,1,29,08:51.4,45.77,26.83,120.6,2.9,Negligible,160   Q=A
2/1/1999,1999,2,1,50:45.3,45.34,25.37,0,2.5,Negligible,180   Q=A
2/4/1999,1999,2,4,52:11.6,45.67,26.6,77.9,2.4,Negligible,136   Q=A
2/10/1999,1999,2,10,43:52.9,45.04,28.98,0,2.4,Negligible,269   Q=C
2/12/1999,1999,2,12,55:53.2,45.16,25.2,0,2.5,Negligible,248   Q=C
2/14/1999,1999,2,14,13:17.6,45.56,26.38,125.7,3.1,Minor,210   Q=C
2/16/1999,1999,2,16,52:01.4,44.98,25.59,0,2.2,Negligible,278   Q=D
2/16/1999,1999,2,16,16:06.2,45.51,26.51,0,2.2,Negligible,234   Q=C
2/19/1999,1999,2,19,21:56.7,45.38,25.37,0,2.3,Negligible,199   Q=C
2/21/1999,1999,2,21,19:38.7,45.76,26.62,147.3,3.3,Minor,238   Q=C
2/21/1999,1999,2,21,44:45.1,45.58,26.6,117.6,3.5,Minor,117   Q=A
2/22/1999,1999,2,22,42:13.0,45.52,27.19,5,2.2,Negligible,159   Q=A
2/23/1999,1999,2,23,10:13.1,45.7,26.55,148.7,3.3,Minor,152   Q=A
2/24/1999,1999,2,24,27:54.8,45.53,26.57,121.5,2.8,Negligible,134   Q=A
2/27/1999,1999,2,27,46:50.7,45.81,27.78,12.3,2.6,Negligible,195   Q=C
2/28/1999,1999,2,28,12:50.1,44.88,25.67,5,2.6,Negligible,209   Q=C
3/1/1999,1999,3,1,34:26.8,45.41,26.34,126.6,3.2,Minor,163   Q=A
3/3/1999,1999,3,3,27:32.9,45.64,26.7,72.1,2.7,Negligible,116   Q=A
3/4/1999,1999,3,4,58:40.3,45.03,28.89,0,2.7,Negligible,265   Q=C
3/4/1999,1999,3,4,41:00.1,45.49,26.33,149.8,3.2,Minor,125   Q=A
3/6/1999,1999,3,6,57:13.0,45.64,26.82,126.2,3,Minor,133   Q=A
3/8/1999,1999,3,8,30:53.2,44.31,28.39,0,2.3,Negligible,313   Q=D
3/8/1999,1999,3,8,55:40.7,44.45,28.56,0,2.4,Negligible,312   Q=D
3/9/1999,1999,3,9,04:03.9,45.67,26.54,144.6,3.6,Minor,145   Q=A
3/10/1999,1999,3,10,33:00.0,45.02,28.86,0,2.5,Negligible,263   Q=C
3/10/1999,1999,3,10,04:21.4,45.36,25.38,0,2.5,Negligible,192   Q=C
3/12/1999,1999,3,12,36:46.3,45.51,26.56,91.3,3.1,Minor,111   Q=A
3/14/1999,1999,3,14,19:48.0,45.75,26.26,15,2.3,Negligible,209   Q=C
3/17/1999,1999,3,17,23:12.1,45.69,26.79,66.2,2.6,Negligible,133   Q=A
3/17/1999,1999,3,17,42:23.9,45.65,26.49,150.1,3.8,Minor,148   Q=A
3/17/1999,1999,3,17,49:32.4,45.7,26.56,141.8,4.1,Light,120   Q=D
3/20/1999,1999,3,20,39:40.0,45.72,26.83,122.1,3,Minor,145   Q=A
3/21/1999,1999,3,21,59:46.1,45.56,26.58,120.5,2.9,Negligible,129   Q=A
3/22/1999,1999,3,22,18:14.7,45.29,25.41,0,2.4,Negligible,192   Q=C
3/22/1999,1999,3,22,38:29.0,45.52,26.31,144.5,4.4,Light,47   Q=D
3/23/1999,1999,3,23,10:54.6,44.38,28.33,0,2.7,Negligible,311   Q=D
3/23/1999,1999,3,23,12:35.2,45.68,26.5,154.5,4,Light,141   Q=A
3/24/1999,1999,3,24,45:17.1,44.3,28.45,0,2.7,Negligible,316   Q=D
3/25/1999,1999,3,25,54:07.5,45.3,25.4,0,2.3,Negligible,191   Q=C
3/25/1999,1999,3,25,01:32.8,45.41,26.42,130.4,3.5,Minor,101   Q=A
3/26/1999,1999,3,26,35:03.8,45.68,26.72,126.8,3.3,Minor,115   Q=A
3/31/1999,1999,3,31,12:30.0,45.42,26.38,127.3,3.1,Minor,181   Q=C
4/2/1999,1999,4,2,24:50.5,44.98,26.14,26.3,2.3,Negligible,239   Q=C
4/2/1999,1999,4,2,51:57.5,44.96,26.12,22.5,2.3,Negligible,242   Q=C
4/2/1999,1999,4,2,21:32.0,45.37,25.36,0,2.6,Negligible,197   Q=C
4/4/1999,1999,4,4,01:04.6,45.15,27.08,15.8,2.5,Negligible,154   Q=A
4/4/1999,1999,4,4,55:21.1,45.1,27.04,0,2.6,Negligible,151   Q=A
4/4/1999,1999,4,4,35:13.0,45.7,26.44,146,3.7,Minor,130   Q=D
4/7/1999,1999,4,7,28:51.6,45.38,27.59,71.7,2.7,Negligible,203   Q=C
4/7/1999,1999,4,7,55:35.3,45.53,26.45,125.7,2.8,Negligible,135   Q=A
4/8/1999,1999,4,8,39:39.7,44.45,28.58,3.4,2.4,Negligible,313   Q=D
4/8/1999,1999,4,8,40:45.7,45.18,25.2,0,2.5,Negligible,235   Q=C
4/8/1999,1999,4,8,33:37.3,45.71,26.67,115.6,3.1,Minor,127   Q=A
4/9/1999,1999,4,9,11:07.8,45.65,26.54,108,2.9,Negligible,143   Q=A
4/13/1999,1999,4,13,03:17.3,44.83,26.2,35.7,2.6,Negligible,196   Q=C
4/15/1999,1999,4,15,04:46.7,45.83,26.83,90.2,3.7,Minor,124   Q=A
4/16/1999,1999,4,16,41:01.5,45.09,28.23,0,2.2,Negligible,231   Q=C
4/16/1999,1999,4,16,30:36.8,44.3,28.43,0,2.5,Negligible,316   Q=D
4/16/1999,1999,4,16,55:36.1,45.03,28.98,0,2.5,Negligible,269   Q=C
4/18/1999,1999,4,18,13:19.6,45.25,26.51,28.1,2.4,Negligible,152   Q=A
4/21/1999,1999,4,21,06:24.7,45.28,25.43,0,2.3,Negligible,198   Q=C
4/22/1999,1999,4,22,32:25.9,44.44,28.31,0.1,2.7,Negligible,309   Q=D
4/24/1999,1999,4,24,01:53.1,45.81,27.29,10.8,2.4,Negligible,216   Q=C
4/24/1999,1999,4,24,32:02.3,45.63,27.07,20.1,2.6,Negligible,166   Q=A
4/24/1999,1999,4,24,04:22.0,45.64,26.45,153.6,3.3,Minor,153   Q=A
4/25/1999,1999,4,25,13:12.1,45.51,26.47,117.9,3.1,Minor,119   Q=A
4/26/1999,1999,4,26,38:02.2,45.71,27.71,8.9,2.7,Negligible,141   Q=A
4/28/1999,1999,4,28,38:51.6,45.38,26.89,0,2.3,Negligible,146   Q=D
4/28/1999,1999,4,28,20:46.4,45.16,25.37,0,2.4,Negligible,334   Q=D
4/28/1999,1999,4,28,38:43.5,45.68,26.65,56.7,2.6,Negligible,287   Q=D
4/28/1999,1999,4,28,06:29.3,45.56,26.5,120.8,3.5,Minor,128   Q=A
4/28/1999,1999,4,28,10:34.1,45.49,26.27,151.1,5.3,Moderate,61   Q=A
4/29/1999,1999,4,29,12:41.8,45.62,26.4,147.7,4,Light,53   Q=D
4/30/1999,1999,4,30,14:27.8,45.55,26.41,145.8,3.2,Minor,135   Q=A
4/30/1999,1999,4,30,55:35.7,45.45,26.26,140.3,3.7,Minor,119   Q=A
5/1/1999,1999,5,1,27:04.8,45.43,26.29,112.4,2.9,Negligible,160   Q=A
5/3/1999,1999,5,3,57:18.8,45.73,26.61,89.2,3,Minor,147   Q=A
5/4/1999,1999,5,4,55:11.8,45.28,25.43,3,2.2,Negligible,198   Q=C
5/4/1999,1999,5,4,58:26.0,45.56,26.5,122.6,3.3,Minor,128   Q=A
5/5/1999,1999,5,5,02:02.8,45.69,26.65,143.6,3.2,Minor,130   Q=A
5/5/1999,1999,5,5,07:15.3,45.61,26.55,134.7,3.5,Minor,216   Q=C
5/6/1999,1999,5,6,20:43.4,45.59,26.98,30.9,2.3,Negligible,150   Q=A
5/6/1999,1999,5,6,30:24.3,45.06,25.19,0,2.5,Negligible,281   Q=D
5/8/1999,1999,5,8,54:49.5,45.12,28.29,1.7,2.9,Negligible,214   Q=C
5/8/1999,1999,5,8,26:58.4,45.77,26.52,82.1,3.4,Minor,178   Q=A
5/10/1999,1999,5,10,09:59.8,45.34,25.37,0,2.6,Negligible,179   Q=A
5/11/1999,1999,5,11,36:35.1,45.59,26.51,132.4,3.2,Minor,133   Q=A
5/13/1999,1999,5,13,51:44.4,44.45,28.58,0,2.2,Negligible,313   Q=D
5/13/1999,1999,5,13,17:45.0,45.28,25.42,0,2.2,Negligible,197   Q=C
5/13/1999,1999,5,13,56:38.4,45.9,26.73,66.1,2.5,Negligible,253   Q=C
5/15/1999,1999,5,15,45:12.3,45.54,26.6,125,3,Minor,111   Q=A
5/15/1999,1999,5,15,31:09.8,45.67,26.64,137.6,3.2,Minor,127   Q=A
5/17/1999,1999,5,17,02:03.5,45.77,26.78,108.8,3.5,Minor,94   Q=A
5/18/1999,1999,5,18,12:47.7,46.13,27.3,7.4,2.3,Negligible,272   Q=D
5/19/1999,1999,5,19,06:19.5,45.34,25.38,0,2.7,Negligible,178   Q=D
5/19/1999,1999,5,19,21:32.5,45.72,26.79,61.3,2.9,Negligible,95   Q=A
5/20/1999,1999,5,20,18:01.2,45.45,26.26,124.8,3.5,Minor,116   Q=A
5/21/1999,1999,5,21,33:55.2,45.7,26.56,157.2,3,Minor,153   Q=A
5/21/1999,1999,5,21,21:12.1,45.72,26.43,164.3,3.3,Minor,178   Q=A
5/25/1999,1999,5,25,08:24.0,45.43,26.8,15,2.3,Negligible,143   Q=A
5/25/1999,1999,5,25,01:46.3,45.59,26.49,122.3,3.9,Minor,55   Q=D
5/26/1999,1999,5,26,57:42.7,44.46,28.28,0.2,2.5,Negligible,310   Q=D
5/27/1999,1999,5,27,48:52.8,45.57,26.63,112.8,3.1,Minor,113   Q=A
5/28/1999,1999,5,28,28:00.4,44.78,27.93,8.9,2.2,Negligible,140   Q=D
5/28/1999,1999,5,28,35:30.5,45.34,25.38,0,2.3,Negligible,178   Q=A
6/2/1999,1999,6,2,50:31.8,45.11,25.2,0,2.5,Negligible,264   Q=C
6/2/1999,1999,6,2,18:46.4,45.36,28.83,23.6,3.2,Minor,287   Q=D
6/3/1999,1999,6,3,38:13.9,45.59,26.47,112.6,3.2,Minor,142   Q=A
6/4/1999,1999,6,4,28:32.4,45.85,27.57,35.5,2.3,Negligible,237   Q=C
6/4/1999,1999,6,4,18:02.6,45.69,26.67,101.6,3,Minor,124   Q=A
6/6/1999,1999,6,6,50:07.1,45.49,26.32,134.2,3.4,Minor,127   Q=A
6/7/1999,1999,6,7,42:09.6,44.36,28.41,0,2.4,Negligible,314   Q=D
6/7/1999,1999,6,7,04:12.0,45.38,25.37,0,2.4,Negligible,199   Q=C
6/7/1999,1999,6,7,24:50.5,45.51,26.58,120.9,2.9,Negligible,136   Q=A
6/8/1999,1999,6,8,03:20.2,44.8,26.46,1.2,2.6,Negligible,300   Q=D
6/11/1999,1999,6,11,26:29.2,45.74,26.66,108.6,3.6,Minor,136   Q=A
6/12/1999,1999,6,12,25:52.2,45.76,26.74,82,3.1,Minor,112   Q=A
6/13/1999,1999,6,13,38:53.8,45.45,26.52,112.5,2.9,Negligible,173   Q=A
6/14/1999,1999,6,14,44:18.5,45.03,28.9,0,2.7,Negligible,305   Q=D
6/14/1999,1999,6,14,28:48.3,45.53,26.2,143.7,2.7,Negligible,150   Q=B
6/18/1999,1999,6,18,24:33.7,45.33,25.37,0,2.5,Negligible,176   Q=A
6/18/1999,1999,6,18,14:39.5,45.68,26.79,75.6,2.7,Negligible,134   Q=A
6/20/1999,1999,6,20,16:12.9,45.6,26.52,131.4,3.6,Minor,59   Q=D
6/22/1999,1999,6,22,05:03.8,46.06,27.09,38,2.3,Negligible,265   Q=C
6/22/1999,1999,6,22,18:31.9,45.68,26.51,144.1,3.4,Minor,153   Q=A
6/22/1999,1999,6,22,45:53.1,45.72,26.46,149.4,3.7,Minor,104   Q=A
6/26/1999,1999,6,26,44:25.0,45.74,26.84,103.9,2.8,Negligible,154   Q=A
6/27/1999,1999,6,27,12:07.4,45.64,26.68,93,2.7,Negligible,140   Q=A
6/29/1999,1999,6,29,13:23.1,45.61,26.52,131,4.2,Light,52   Q=D
7/2/1999,1999,7,2,53:21.7,45.76,27.04,57.2,2.7,Negligible,113   Q=A
7/3/1999,1999,7,3,23:53.1,45.78,26.8,63,2.7,Negligible,154   Q=A
7/3/1999,1999,7,3,39:08.2,45.53,26.56,128.8,2.9,Negligible,157   Q=B
7/3/1999,1999,7,3,43:29.5,45.84,26.79,87.4,3,Minor,121   Q=A
7/3/1999,1999,7,3,54:21.9,45.68,26.51,148.6,3.2,Minor,155   Q=A
7/4/1999,1999,7,4,18:55.0,45.33,26.27,141.1,3.7,Minor,86   Q=A
7/6/1999,1999,7,6,14:52.7,45.43,26.37,107.3,2.9,Negligible,108   Q=A
7/8/1999,1999,7,8,37:17.2,45.13,28.33,0,2.9,Negligible,327   Q=D
7/9/1999,1999,7,9,41:53.1,45.54,26.39,129.1,3.3,Minor,133   Q=A
7/10/1999,1999,7,10,01:05.2,45.68,26.62,128.6,2.9,Negligible,135   Q=A
7/12/1999,1999,7,12,27:01.0,45.78,26.73,80.4,3.2,Minor,123   Q=A
7/13/1999,1999,7,13,39:21.0,45.55,26.03,0,2.3,Negligible,175   Q=A
7/13/1999,1999,7,13,21:06.8,45.33,25.38,0,2.5,Negligible,174   Q=A
7/13/1999,1999,7,13,41:37.8,45.66,26.82,129,3.2,Minor,134   Q=A
7/13/1999,1999,7,13,05:09.3,45.7,26.49,131.9,4,Light,68   Q=D
7/14/1999,1999,7,14,44:10.1,45.58,26.63,143.7,3.5,Minor,198   Q=C
7/15/1999,1999,7,15,45:59.6,45.69,26.63,130.2,2.9,Negligible,132   Q=A
7/15/1999,1999,7,15,52:18.2,45.74,26.85,115.6,3.5,Minor,165   Q=A
7/15/1999,1999,7,15,22:14.3,45.58,26.49,135.1,3.7,Minor,157   Q=A
7/16/1999,1999,7,16,24:44.2,45.79,26.77,83,2.5,Negligible,147   Q=A
7/16/1999,1999,7,16,30:10.9,45.6,26.53,129.4,2.9,Negligible,133   Q=A
7/18/1999,1999,7,18,13:26.4,45.67,26.48,156.6,3.1,Minor,157   Q=A
7/19/1999,1999,7,19,21:40.8,45.05,28.98,0,2.4,Negligible,312   Q=D
7/19/1999,1999,7,19,13:57.4,45.03,28.9,0,2.6,Negligible,308   Q=D
7/20/1999,1999,7,20,35:51.2,45.35,25.31,0,2.8,Negligible,319   Q=D
7/21/1999,1999,7,21,28:13.5,45.35,25.02,0,2.5,Negligible,317   Q=D
7/21/1999,1999,7,21,47:20.1,44.3,26.48,6.7,2.6,Negligible,289   Q=D
7/21/1999,1999,7,21,00:13.6,47.1,23.9,15,3.4,Minor,Q=D
7/22/1999,1999,7,22,50:40.3,45.45,26.33,136.7,3.7,Minor,116   Q=A
7/27/1999,1999,7,27,31:59.7,44.03,28.58,0,2.5,Negligible,323   Q=D
7/27/1999,1999,7,27,01:24.6,45.61,26.57,135.9,3.2,Minor,132   Q=A
7/28/1999,1999,7,28,38:36.2,45.44,27.59,0,2.5,Negligible,178   Q=D
7/30/1999,1999,7,30,34:25.4,45.62,26.69,37.6,2.3,Negligible,109   Q=A
7/31/1999,1999,7,31,20:36.7,45.64,26.67,51.4,2.2,Negligible,116   Q=A
7/31/1999,1999,7,31,32:28.0,45.64,26.62,79.5,2.3,Negligible,125   Q=A
7/31/1999,1999,7,31,02:43.4,45.47,26.41,129.8,2.8,Negligible,170   Q=A
8/1/1999,1999,8,1,26:16.5,45.75,26.58,136.6,3,Minor,161   Q=A
8/1/1999,1999,8,1,02:39.9,45.5,26.6,124.1,3.5,Minor,105   Q=A
8/2/1999,1999,8,2,47:10.6,45.26,25.42,0,2.3,Negligible,203   Q=C
8/3/1999,1999,8,3,10:05.6,45.47,26.16,33.2,2.3,Negligible,139   Q=B
8/3/1999,1999,8,3,57:14.5,45.63,26.5,139.9,3.3,Minor,144   Q=A
8/4/1999,1999,8,4,00:11.7,44.18,27.46,6.2,2.5,Negligible,275   Q=D
8/6/1999,1999,8,6,23:22.1,45.73,26.83,101.2,2.9,Negligible,149   Q=A
8/6/1999,1999,8,6,55:08.2,45.76,26.69,103.7,3.5,Minor,129   Q=A
8/7/1999,1999,8,7,26:01.2,45.59,26.5,120.1,3.9,Minor,132   Q=A
8/9/1999,1999,8,9,36:53.8,44.33,28.41,0,2.3,Negligible,314   Q=D
8/9/1999,1999,8,9,42:28.6,44.95,27.06,15.3,2.8,Negligible,114   Q=A
8/9/1999,1999,8,9,39:21.3,45.72,26.71,131.2,3.7,Minor,119   Q=A
8/10/1999,1999,8,10,24:17.1,45.69,26.77,94.7,2.7,Negligible,128   Q=A
8/10/1999,1999,8,10,57:43.5,45.68,26.8,101.9,2.8,Negligible,133   Q=A
8/12/1999,1999,8,12,03:38.4,45.37,25.37,0,2.7,Negligible,186   Q=C
8/12/1999,1999,8,12,20:25.5,45.67,26.6,110,2.9,Negligible,199   Q=C
8/13/1999,1999,8,13,37:29.0,45.03,28.9,0,2.5,Negligible,265   Q=C
8/13/1999,1999,8,13,34:33.8,45.79,26.78,83.6,2.6,Negligible,191   Q=C
8/18/1999,1999,8,18,11:46.4,44.65,28.18,5.6,2.2,Negligible,240   Q=C
8/19/1999,1999,8,19,31:07.7,45.69,26.65,120.8,3,Minor,127   Q=A
8/20/1999,1999,8,20,49:16.0,45.31,25.4,0,2.1,Negligible,185   Q=C
8/23/1999,1999,8,23,18:53.3,45.58,27.18,16.6,2.5,Negligible,168   Q=A
8/24/1999,1999,8,24,55:26.5,45.78,26.86,118.3,2.9,Negligible,170   Q=A
8/26/1999,1999,8,26,00:10.4,45.37,25.42,1,2.4,Negligible,309   Q=D
8/26/1999,1999,8,26,26:50.7,44.89,27.15,13.8,2.6,Negligible,184   Q=C
8/26/1999,1999,8,26,49:41.5,45.76,26.78,130.3,3.3,Minor,139   Q=A
8/27/1999,1999,8,27,51:40.8,45.67,26.53,153.4,3.4,Minor,147   Q=A
8/28/1999,1999,8,28,24:52.9,45.48,26.9,0,2.1,Negligible,133   Q=A
8/28/1999,1999,8,28,02:19.3,45.65,26.61,137,3.5,Minor,131   Q=A
8/30/1999,1999,8,30,17:16.0,45.66,27.13,7.2,2.6,Negligible,178   Q=A
8/30/1999,1999,8,30,56:49.2,45.12,28.33,0,2.8,Negligible,257   Q=C
8/30/1999,1999,8,30,26:30.6,45.55,26.58,127.1,3.1,Minor,116   Q=A
8/31/1999,1999,8,31,52:26.2,45.61,26.49,140.3,3.4,Minor,140   Q=A
9/1/1999,1999,9,1,53:08.1,45.64,26.63,79.4,2.7,Negligible,124   Q=A
9/1/1999,1999,9,1,03:43.2,45.76,26.85,122.3,2.9,Negligible,160   Q=A
9/4/1999,1999,9,4,59:36.5,45.44,26.78,10,2.3,Negligible,142   Q=A
9/7/1999,1999,9,7,41:00.5,45.35,25.34,0,2.1,Negligible,320   Q=D
9/10/1999,1999,9,10,59:11.1,45.48,26.45,101,2.7,Negligible,143   Q=A
9/10/1999,1999,9,10,45:12.2,45.67,26.59,115.2,2.8,Negligible,138   Q=A
9/14/1999,1999,9,14,46:56.0,45.38,26.79,0,2.4,Negligible,149   Q=A
9/14/1999,1999,9,14,18:03.6,45.3,25.11,0,2.7,Negligible,315   Q=D
9/14/1999,1999,9,14,02:30.8,45.55,26.56,121.2,3.5,Minor,118   Q=A
9/15/1999,1999,9,15,18:13.7,45.77,26.82,103.9,3.1,Minor,157   Q=A
9/16/1999,1999,9,16,31:49.1,45.42,26.88,2.4,2.6,Negligible,141   Q=A
9/17/1999,1999,9,17,37:08.1,44.29,28.4,1.4,2.4,Negligible,315   Q=D
9/18/1999,1999,9,18,06:16.3,45.22,29.33,3.2,2.7,Negligible,328   Q=D
9/19/1999,1999,9,19,54:54.9,45.31,26.44,105,2.8,Negligible,176   Q=B
9/22/1999,1999,9,22,37:21.4,45.62,26.68,79.9,2.4,Negligible,119   Q=A
9/22/1999,1999,9,22,40:17.3,45.66,26.64,137.3,3.3,Minor,125   Q=A
9/23/1999,1999,9,23,06:54.7,45.53,26.43,141.3,3,Minor,128   Q=A
9/25/1999,1999,9,25,25:40.5,45.53,26.57,105.1,2.7,Negligible,134   Q=A
9/27/1999,1999,9,27,27:29.0,45.4,28.06,34.6,2.3,Negligible,269   Q=C
9/27/1999,1999,9,27,59:58.1,45.51,25.89,2.5,2.3,Negligible,179   Q=A
9/28/1999,1999,9,28,46:35.3,45.77,26.43,12,2.3,Negligible,187   Q=C
9/28/1999,1999,9,28,33:48.3,45.54,26.58,101.9,2.7,Negligible,114   Q=A
9/30/1999,1999,9,30,02:08.0,44.87,25.68,10.1,2.3,Negligible,141   Q=A
10/1/1999,1999,10,1,19:52.8,44.44,28.58,0,2.3,Negligible,314   Q=D
10/3/1999,1999,10,3,47:00.9,45.81,26.78,132.5,3.1,Minor,175   Q=A
10/5/1999,1999,10,5,25:33.7,45.34,25.37,0,2.5,Negligible,160   Q=A
10/7/1999,1999,10,7,07:51.8,45.54,27.73,0,2.4,Negligible,257   Q=C
10/8/1999,1999,10,8,37:32.8,45.47,20.91,6.4,3,Minor,284   Q=D
10/9/1999,1999,10,9,13:30.5,46.11,27.86,0,2.5,Negligible,172   Q=A
10/9/1999,1999,10,9,18:15.3,45.27,21.11,12.2,2.8,Negligible,281   Q=D
10/9/1999,1999,10,9,18:02.1,45.63,26.58,115.9,3.1,Minor,125   Q=A
10/11/1999,1999,10,11,36:02.9,45.37,26.77,0,2.2,Negligible,151   Q=A
10/11/1999,1999,10,11,46:52.7,45.54,26.63,127.8,2.9,Negligible,131   Q=A
10/12/1999,1999,10,12,24:28.1,45.7,26.61,82.6,3.2,Minor,140   Q=A
10/12/1999,1999,10,12,56:36.2,45.63,26.45,149.7,3.7,Minor,141   Q=A
10/16/1999,1999,10,16,04:02.4,45.52,26.45,130.4,3.4,Minor,123   Q=A
10/17/1999,1999,10,17,09:34.7,45.87,26.8,68.3,2.5,Negligible,218   Q=C
10/18/1999,1999,10,18,24:56.5,45.36,25.36,0,2.5,Negligible,195   Q=C
10/18/1999,1999,10,18,01:50.6,45.54,26.61,109.1,3.2,Minor,111   Q=A
10/21/1999,1999,10,21,04:34.5,45.26,24.6,2.8,2.5,Negligible,193   Q=C
10/21/1999,1999,10,21,01:50.6,45.2,26.13,111.5,2.8,Negligible,175   Q=A
10/26/1999,1999,10,26,36:22.6,45.7,26.66,106.8,2.8,Negligible,129   Q=A
10/28/1999,1999,10,28,13:54.1,45.36,25.37,0,2.6,Negligible,155   Q=A
10/29/1999,1999,10,29,01:30.8,45.84,26.69,8.2,2.2,Negligible,166   Q=A
10/29/1999,1999,10,29,00:19.1,44.06,23.07,0,2.7,Negligible,314   Q=D
10/29/1999,1999,10,29,43:28.4,45.69,26.7,116,2.8,Negligible,133   Q=A
10/29/1999,1999,10,29,17:49.8,45.72,26.63,90.1,2.9,Negligible,140   Q=A
10/29/1999,1999,10,29,20:32.4,45.71,26.64,140.1,2.9,Negligible,230   Q=C
10/30/1999,1999,10,30,54:33.9,45.43,26.2,32.3,2.2,Negligible,148   Q=A
10/30/1999,1999,10,30,58:45.5,45.7,26.69,93.8,2.8,Negligible,132   Q=A
10/30/1999,1999,10,30,21:33.5,45.51,26.45,129.9,2.8,Negligible,138   Q=A
